name,gender,country_code,country,nationality_long,disciplines,events,birth_date,hobbies,education,family,lang,coach
SCHOENHERR Mattes,Male,GER,Germany,Germany,['Rowing'],"[""Men's Eight""]",2000-05-01,Cooking,"Studies Ophthalmology at the Berliner Hochschule fur Technik (BHT Berlin, GER)","Partner, Nora Peuser. Father, Lars. Mother, Bettina. Twin brothers, Hannes and Justus. Younger brother, Moritz","English, German",National: Sabine Tschaege (GER)
SCHROEDER Wolf-Niclas,Male,GER,Germany,Germany,['Rowing'],"[""Men's Eight""]",1996-09-06,"Cycling, running",Studied Civil Engineering as an undergrad at TU Berlin (GER) and is now studying at Ruhr University Bochum (GER),,"English, French, German",National: Sabine Tschaege (GER)
VOELZ Maren,Female,GER,Germany,Germany,['Rowing'],"[""Women's Quadruple Sculls""]",1999-11-20,,Studies Psychology at the University of Potsdam (GER),,German,"National: Marcin Witkowski (POL), Sven Ueck (GER)"
WEBER Marc,Male,GER,Germany,Germany,['Rowing'],"[""Men's Double Sculls""]",1997-09-05,"Travelling, cars, crossword puzzles",Studying Psychology at Justus Liebig University Giessen (GER),"Younger brother, Lars","English, German",Personal: Martin Strohmenger (GER)
WIESEN Jonas,Male,GER,Germany,Germany,['Rowing'],"[""Men's Eight""]",1996-07-18,Football,Received a Bachelor's and Master's degree in Business Mathematics from TU Dortmund University (GER),"Wife, Larina. Father, Frank. Mother, Margret. Younger sister, Theresa","English, French, German",National: Sabine Tschaege (GER)
WOLFF Moritz,Male,GER,Germany,Germany,['Rowing'],"[""Men's Quadruple Sculls""]",2000-01-18,,,,German,"National: Dirk Brockmann (GER), Marcus Schwarzrock (GER)"
ZEIDLER Oliver,Male,GER,Germany,Germany,['Rowing'],"[""Men's Single Sculls""]",1996-07-24,Travelling,Law at FOM University of Applied Sciences for Economics and Management (GER),"Father, Heino. Mother, Katja. Younger sister, Marie",German,"Personal: Heino Zeidler (GER), his father"
FOESTER Alexandra,Female,GER,Germany,Germany,['Rowing'],"[""Women's Single Sculls""]",2002-01-13,,Studying Computer Science at FernUniversität in Hagen (GER). Graduated with a Bachelor's degree in Electrical Engineering from South Westphalia University of Applied Sciences (GER),"Father, Hermann. Sister, Frederike","English, German",Personal: Sebastian Kleinsorgen (GER)
CHRIST Julius,Male,GER,Germany,Germany,['Rowing'],"[""Men's Pair""]",1999-02-16,,"Studying for a Master's degree in Economics at Ruhr University (Bochum, GER)","Brother, Johannes",German,National: Alexander Weihe (GER).<br>Personal: Ralf Muller (GER)
BREUER Frederik,Male,GER,Germany,Germany,['Rowing'],"[""Men's Eight""]",2002-02-26,,"Studies Energy Engineering at the University of California (Berkeley, USA)","Father, Frank. Mother, Doris","English, German","National: Sabine Tschaege (GER), Friedrich Wilhelm Buecker (GER).<br>Personal: Heiner Schwartz (GER)"
GELSEN Jonas,Male,GER,Germany,Germany,['Rowing'],"[""Men's Double Sculls""]",2001-09-04,,,,German,Personal: Ralf Hollmann (GER)
EGGELING Benedict,Male,GER,Germany,Germany,['Rowing'],"[""Men's Eight""]",1999-02-16,"Being on the water, cycling, watching handball",Studied Business Administration with a minor in Finance as an undergrad at the University of Mannheim (GER) and is now pursuing a PhD in Business Administration from the University of Muenster (GER),,"English, German, Spanish","National: Sabine Tschaege (GER), Friedrich Wilhelm Buecker (GER).<br>Club: Mark Schreyer (GER)"
NENGANGA Vilma,Female,ANG,Angola,Angola,['Handball'],['Women'],1996-09-12,,,,Portuguese,National: Carlos Viver (ESP)
PEINADO Robeilys,Female,VEN,Venezuela,Venezuela,['Athletics'],"[""Women's Pole Vault""]",1997-11-26,"Visiting theme parks, going to the beach, spending time with her family","Southern Sports University (Caracas, VEN)","Father, Robert. Mother, Maurilys. Youngest of three siblings",Spanish,Personal: Viacheslav Kalinichenko (UKR)
PADAR Nikolett,Female,HUN,Hungary,Hungary,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 4 x 100m Freestyle Relay"", ""Women's 4 x 200m Freestyle Relay""]",2006-03-30,"Listening to music (she is a Taylor Swift fan). Spending time with family, their puppy and her friends",,,Hungarian,"Club: Gellért Gábor, Táczi Zsolt"
GORSA Petar,Male,CRO,Croatia,Croatia,['Shooting'],"['10m Air Rifle Men', '50m Rifle 3 Positions Men']",1988-01-11,"Cycling, running, fishing",Studied Management,,"Croatian, English",Personal: Sinisa Vitez
MACHADO Juliana,Female,ANG,Angola,Angola,['Handball'],['Women'],1994-11-06,,"Studied Administration at the Technical University of Angola, Luanda (ANG)",One son,Portuguese,National: Carlos Viver (ESP)
TORREALBA Leodan,Male,VEN,Venezuela,Venezuela,['Athletics'],"[""Men's Triple Jump""]",1996-12-26,,,,Spanish,Personal: Jhonny Rodriguez (VEN)
BOURHIS Yves,Male,SEN,Senegal,Senegal,['Canoe Slalom'],"[""Men's Canoe Single"", ""Men's Kayak Single"", ""Men's Kayak Cross""]",1998-03-16,"Karting, playing football, running, listening to music","Graduated with a Bachelor's degree in Business Economics (2019) and a Master's degree in Money, Banking, Insurance and Corporate Finance (2021) from Rennes University (FRA)","Brother, Jean-Pierre (training partner). Sister, Divine Christiane","English, French, German",
BREA Joselyn Daniely,Female,VEN,Venezuela,Venezuela,['Athletics'],"[""Women's 1500m"", ""Women's 5000m""]",1994-08-12,,,"Partner, Marvin. Father, Jose. Mother. Three sisters",Spanish,"Personal: Marvin Blanco (VEN), her partner"
WELLBROCK Florian,Male,GER,Germany,Germany,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",1997-08-19,"Listening to music, driving",Real Estate Studies,"Wife, Sarah Kohler (married in December 2021)","English, German",Personal: Bernd Berkhahn (GER).<br>National: Stefan Lurz (GER)
GOSE Isabel,Female,GER,Germany,Germany,['Swimming'],"[""Women's 1500m Freestyle"", ""Women's 400m Freestyle"", ""Women's 4 x 200m Freestyle Relay"", ""Women's 800m Freestyle""]",2002-05-09,"Reading, meeting friends, going to the cinema",,"Partner, Lukas Martens. Father, Gerrit. Mother, Peggy. Brother, Paul","English, German",Club: Bernd Berkhahn (GER)
MROZINSKI Julia,Female,GER,Germany,Germany,['Swimming'],"[""Women's 200m Freestyle"", ""Women's 4 x 200m Freestyle Relay""]",2000-02-16,,"Studying Child and Family Studies at University of Tennessee, Knoxville (USA)",,"English, German, Spanish","Personal: Matt Kredich (USA), at University of Tennessee"
RIEDEMANN Laura,Female,GER,Germany,Germany,['Swimming'],"[""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete']",1998-05-29,,Teaching at Martin Luther University of Halle-Wittenberg (GER),,German,
ULRICH Marek,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Backstroke""]",1997-01-12,,,,German,Club: Frank Embacher
ARMBRUSTER Luca,Male,GER,Germany,Germany,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", 'Relay Only Athlete']",2001-11-05,Golf,,,"English, German","Personal: Alex Kreisel, Pierre Martin"
KOEHLER Angelina,Female,GER,Germany,Germany,['Swimming'],"[""Women's 100m Butterfly"", ""Women's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",2000-11-12,,,"Father, Thomas. Mother, Michaela. Younger sisters, Paulina and Jule",German,Club: Lasse Frank (GER)
MIROSLAW Rafael,Male,GER,Germany,Germany,['Swimming'],"[""Men's 200m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 200m Freestyle Relay""]",2001-03-25,,"Studying Management at Indiana University, Bloomington (USA)","Mother, Eliza. Siblings, Kuba, Emilia and Sylvester","English, German",Club: Ray Loose (USA)
SALCHOW Josha,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Freestyle"", ""Men's 4 x 100m Freestyle Relay"", ""Men's 4 x 100m Medley Relay"", ""Men's 4 x 200m Freestyle Relay""]",1999-07-02,,Business Administration at University of Mannheim (GER),,"English, French, German","Craig Stewart, at South Australian Sports Institute in Adelaide (AUS)"
SCHWARZ Sven,Male,GER,Germany,Germany,['Swimming'],"[""Men's 1500m Freestyle"", ""Men's 800m Freestyle""]",2002-01-31,"Cars, watching sport on television",,,German,Personal: Emil Guliyev
ELENDT Anna,Female,GER,Germany,Germany,['Swimming'],"[""Women's 100m Breaststroke"", ""Women's 4 x 100m Medley Relay""]",2001-09-04,"Meeting friends, shopping",Studying Sport Management at University of Texas (USA),"Father, Philipp. Mother, Melanie. Sisters, Sophie and Helen","English, German",Club: Carol Capitani (USA)
MAERTENS Lukas,Male,GER,Germany,Germany,['Swimming'],"[""Men's 200m Backstroke"", ""Men's 200m Freestyle"", ""Men's 400m Freestyle"", ""Men's 4 x 200m Freestyle Relay""]",2001-12-27,,,,German,Club: Bernd Berkhan (GER)
MATZERATH Lucas,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay""]",2000-05-03,,"Studying Electrical Engineering at Rhein Main University of Applied Sciences (Russelsheim, GER)",,"English, German","Personal: Mark Jayasundara (trains in Bochum, Germany)"
SORGIUS Timo,Male,GER,Germany,Germany,['Swimming'],"[""Men's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2003-07-05,,,,German,Club: Frank Embacher (GER)
BECK Leonie,Female,GER,Germany,Germany,['Marathon Swimming'],"[""Women's 10km""]",1997-05-27,"Travelling, computers, driving",Media and Communications at University of Wurzburg (GER),"Father, Alexander. Mother. Two brothers","English, German",Fabrizio Antonelli (ITA)
BUESSING Cedric,Male,GER,Germany,Germany,['Swimming'],"[""Men's 400m Individual Medley""]",2003-10-17,,Studies Business Administration and Management at University of Indianapolis (USA),,German,"Brent Noble (USA), at University of Indianapolis (USA)"
BARTHEL Timo,Male,GER,Germany,Germany,['Diving'],"[""Men's 10m Platform"", ""Men's Synchronised 10m Platform""]",1996-04-03,"Sports, beach volleyball, skiing",,,"English, German",
HENTSCHEL Lena,Female,GER,Germany,Germany,['Diving'],"[""Women's Synchronised 3m Springboard""]",2001-06-17,,,"Father, Thomas. Mother, Grit","English, German",Club: Justin Sochor (USA)
MULLER Jette,Female,GER,Germany,Germany,['Diving'],"[""Women's 3m Springboard"", ""Women's Synchronised 3m Springboard""]",2003-10-01,,,,German,Michail Sachiasvili
OETTINGHAUS Saskia,Female,GER,Germany,Germany,['Diving'],"[""Women's 3m Springboard""]",1998-04-03,,"Studies Prevention, Fitness and Rehabilitation Sports at the Technical University Chemnitz (GER)",,"English, German",
PFEIF Pauline Alexandra,Female,GER,Germany,Germany,['Diving'],"[""Women's 10m Platform""]",2002-05-07,,,,"English, German",
RUDIGER Lars,Male,GER,Germany,Germany,['Diving'],"[""Men's 3m Springboard""]",1996-04-17,,,,"English, German",
WASSEN Christina,Female,GER,Germany,Germany,['Diving'],"[""Women's 10m Platform""]",1999-01-12,,Studied at the Humboldt University of Berlin (GER),,"English, German",
WESEMANN Moritz,Male,GER,Germany,Germany,['Diving'],"[""Men's 3m Springboard""]",2002-05-10,,,,"English, German",
RODRIGUEZ Rosa Andreina,Female,VEN,Venezuela,Venezuela,['Athletics'],"[""Women's Hammer Throw""]",1986-07-02,,,,Spanish,Personal: Vladimir Kevo (SLO)
EIKERMANN GREGORCHUK Jaden Shiloh,Male,GER,Germany,Germany,['Diving'],"[""Men's Synchronised 10m Platform""]",2005-02-14,,,,"English, German",
IMOUDU Melvin,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Breaststroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1999-01-27,,,"Sister, Denise",German,Club: Jorg Hoffmann (GER)
SELIN Artem,Male,GER,Germany,Germany,['Swimming'],"[""Men's 50m Freestyle""]",2002-05-21,,"Studying at the University of Southern California (Los Angeles, USA)",,"English, German, Russian",
MAERTENS Leonie,Female,GER,Germany,Germany,"['Marathon Swimming', 'Swimming']","[""Women's 10km"", ""Women's 1500m Freestyle"", ""Women's 400m Freestyle""]",2004-03-08,,,,German,Club: Bernd Berkhahn
KLEMET Oliver,Male,GER,Germany,Germany,"['Marathon Swimming', 'Swimming']","[""Men's 10km"", ""Men's 400m Freestyle""]",2002-03-18,,,"Father, Andrej",German,Personal: Bernd Berkhahn (GER)
BRAUNSCHWEIG Ole,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Backstroke"", ""Men's 4 x 100m Medley Relay"", 'Mixed 4 x 100m Medley Relay']",1997-11-15,Drawing,,,"English, German",Club: Lasse Frank (GER)
HOLT Nina,Female,GER,Germany,Germany,['Swimming'],"[""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",2003-02-01,,,,German,"Personal: Bernd Berkhahn (GER), based in Magdeburg (GER)"
VARJASI Peter,Male,GER,Germany,Germany,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2000-01-18,,"Studying Industrial Engineering at Tallahassee, Florida State University (USA)",,"English, German, Hungarian","Personal: Neal Studd (GBR), Steve Barnes, at Florida State University (USA)"
SCHULZE Nele,Female,GER,Germany,Germany,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2004-02-20,,,,German,
WINKLER Kaii,Male,GER,Germany,Germany,['Swimming'],"[""Men's 100m Butterfly""]",2006-03-27,,,,English,Club: Adam Madarassy
CAMARA Marine Fatoumatta Colette,Female,MLI,Mali,Mali,['Boxing'],"[""Women's 57kg""]",1995-01-28,,"Graduated with a master's degree at Paris-Dauphine University (Paris, FRA)",,French,Club: Bruno Carvalho (POR)
SANCHEZ PAGES Matias,Male,ARG,Argentina,Argentina,['Volleyball'],['Men'],1996-09-20,His chow chow dog Loki,,"Father, Yeyo. Mother, Maria. Brother, Nicolas",Spanish,
MARTINEZ FRANCHI Jan,Male,ARG,Argentina,Argentina,['Volleyball'],['Men'],1998-01-28,,,"Father, Esteban. Sister, Morena",Spanish,National: Marcelo Mendez (ARG)
